"","V1","V2","V3","V4"
"ids79115",1,0,1,0
"ids79116",1,0,1,0
"ids79117",1,1,0,0
"ids79118",3,2,1,0
"ids79119",10,0,1,1
"ids79120",0,1,1,0
"ids79121",1,1,1,0
"ids79122",0,2,0,4
"ids79123",1,0,0,0
"ids79124",0,0,0,3
"ids79125",3,1,0,1
"ids79126",0,1,1,2
"ids79127",1,0,26,0
"ids79128",2,7,0,0
"ids79129",5,0,1,1
"ids79130",3,1,1,9
"ids79131",4,1,1,0
"ids79132",0,1,2,0
"ids79133",0,2,1,1
"ids79134",0,2,1,1
"ids79135",0,2,1,0
"ids79136",0,2,0,1
"ids79137",1,1,0,0
"ids79138",1,0,2,2
"ids79139",0,1,1,0
"ids79140",6,3,0,2
"ids79141",0,1,0,1
"ids79142",0,1,0,0
"ids79143",2,2,0,1
"ids79144",0,0,0,0
"ids79145",0,2,0,0
"ids79146",0,6,1,1
"ids79147",0,1,0,2
"ids79148",5,3,10,1
"ids79149",0,2,0,3
"ids79150",0,1,0,1
"ids79151",2,8,1,4
"ids79152",0,0,2,0
"ids79153",0,0,0,0
"ids79154",1,0,1,3
"ids79155",1,1,2,1
"ids79156",2,3,0,0
"ids79157",0,1,0,2
"ids79158",0,1,0,2
"ids79159",0,0,0,0
"ids79160",0,0,0,0
"ids79161",0,2,0,1
"ids79162",1,0,0,1
"ids79163",3,1,0,0
"ids79164",0,0,1,0
"ids79165",0,0,0,0
"ids79166",1,0,0,0
"ids79167",0,1,2,0
"ids79168",0,0,1,2
"ids79169",0,2,1,0
"ids79170",2,4,0,2
"ids79171",1,0,1,0
"ids79172",4,1,0,2
"ids79173",0,0,0,5
"ids79174",2,2,0,0
"ids79175",1,2,0,0
"ids79176",1,1,0,2
"ids79177",1,1,1,0
"ids79178",1,0,1,1
"ids79179",0,0,2,0
"ids79180",1,0,0,0
"ids79181",1,0,2,1
"ids79182",10,1,0,4
"ids79183",0,2,0,4
"ids79184",2,0,0,0
"ids79185",0,3,0,3
"ids79186",0,2,0,4
"ids79187",2,3,1,1
"ids79188",0,1,1,1
"ids79189",0,1,3,0
"ids79190",0,2,0,1
"ids79191",0,1,0,0
"ids79192",0,0,1,0
"ids79193",0,2,5,4
"ids79194",0,0,1,0
"ids79195",1,1,1,0
"ids79196",1,0,3,2
"ids79197",2,3,2,1
"ids79198",2,1,0,1
"ids79199",0,2,0,0
"ids79200",2,1,1,2
"ids79201",2,2,0,1
"ids79202",0,0,0,0
"ids79203",1,24,0,0
"ids79204",1,0,0,0
"ids79205",1,2,0,0
"ids79206",2,0,1,0
"ids79207",0,2,1,0
"ids79208",3,0,0,2
"ids79209",2,0,1,0
"ids79210",2,4,2,2
"ids79211",0,0,0,2
"ids79212",2,6,0,0
"ids79213",1,0,1,1
"ids79214",0,1,0,4
"ids79215",0,1,2,2
"ids79216",0,2,0,0
"ids79217",1,0,2,1
"ids79218",0,0,1,0
"ids79219",35,1,3,0
"ids79220",1,3,0,1
"ids79221",0,0,2,0
"ids79222",0,1,0,1
"ids79223",6,0,1,1
"ids79224",0,1,0,1
"ids79225",0,1,0,1
"ids79226",0,2,0,0
"ids79227",0,1,4,3
"ids79228",1,1,0,0
"ids79229",0,0,1,0
"ids79230",0,0,0,0
"ids79231",0,0,0,1
"ids79232",2,6,6,1
"ids79233",0,0,2,1
"ids79234",0,2,0,0
"ids79235",1,0,0,0
"ids79236",1,0,0,0
"ids79237",1,1,1,1
"ids79238",1,0,0,0
"ids79239",0,0,2,0
"ids79240",1,0,0,1
"ids79241",0,8,0,3
"ids79242",1,0,0,1
"ids79243",1,0,0,1
"ids79244",3,0,0,0
"ids79245",0,2,0,1
"ids79246",0,0,1,2
"ids79247",0,1,1,4
"ids79248",0,0,1,0
"ids79249",0,0,0,1
"ids79250",1,2,1,2
"ids79251",0,3,0,3
"ids79252",1,0,2,0
"ids79253",0,3,0,0
"ids79254",1,0,1,0
"ids79255",0,2,2,0
"ids79256",0,0,0,0
"ids79257",0,0,1,1
"ids79258",0,1,0,0
"ids79259",0,1,0,1
"ids79260",2,0,0,1
"ids79261",0,0,1,0
"ids79262",3,0,0,1
"ids79263",3,1,0,0
"ids79264",1,2,1,0
"ids79265",0,0,1,2
"ids79266",1,2,0,0
"ids79267",0,16,0,2
"ids79268",0,1,0,0
"ids79269",4,1,0,0
"ids79270",1,1,1,0
"ids79271",0,3,0,1
"ids79272",2,1,0,2
"ids79273",4,5,0,1
"ids79274",1,3,3,0
"ids79275",0,3,0,2
"ids79276",0,1,0,0
"ids79277",1,4,1,0
"ids79278",1,4,2,8
"ids79279",1,2,1,1
"ids79280",1,0,0,3
"ids79281",1,2,1,0
"ids79282",9,1,0,0
"ids79283",0,4,2,0
"ids79284",0,1,0,0
"ids79285",2,0,0,0
"ids79286",0,1,6,0
"ids79287",0,0,7,0
"ids79288",0,0,0,0
"ids79289",2,0,0,0
"ids79290",0,1,1,1
"ids79291",0,3,0,0
"ids79292",1,0,0,1
"ids79293",0,2,0,0
"ids79294",0,0,2,0
"ids79295",2,4,3,0
"ids79296",2,1,0,1
"ids79297",0,5,0,0
"ids79298",0,1,1,0
"ids79299",0,3,0,2
"ids79300",1,0,2,1
"ids79301",0,2,0,0
"ids79302",0,0,0,1
"ids79303",1,1,1,0
"ids79304",2,1,2,3
"ids79305",0,2,0,0
"ids79306",0,0,0,0
"ids79307",0,7,1,1
"ids79308",0,2,1,2
"ids79309",1,4,4,6
"ids79310",4,1,0,4
"ids79311",1,1,0,1
"ids79312",3,3,0,1
"ids79313",0,2,0,2
"ids79314",1,3,0,2
"ids79315",0,9,0,0
"ids79316",0,0,0,2
"ids79317",0,0,6,0
"ids79318",2,0,1,0
"ids79319",1,2,1,2
"ids79320",1,2,0,0
"ids79321",2,1,3,0
"ids79322",0,0,0,0
"ids79323",2,0,3,1
"ids79324",0,0,0,1
"ids79325",1,2,1,2
"ids79326",0,1,0,0
"ids79327",1,0,0,1
"ids79328",0,1,1,1
"ids79329",1,1,0,1
"ids79330",0,0,0,1
"ids79331",0,0,4,0
"ids79332",0,0,1,0
"ids79333",0,0,1,0
"ids79334",0,0,0,0
"ids79335",0,2,1,4
"ids79336",0,0,0,0
"ids79337",0,7,0,2
"ids79338",1,0,2,1
"ids79339",0,1,1,2
"ids79340",2,1,1,1
"ids79341",0,0,1,2
"ids79342",1,1,0,1
"ids79343",0,0,0,4
"ids79344",1,2,6,3
"ids79345",3,1,1,1
"ids79346",1,3,0,0
"ids79347",0,6,1,0
"ids79348",2,0,0,0
"ids79349",0,0,0,0
"ids79350",2,2,1,3
"ids79351",1,2,2,1
"ids79352",8,1,0,1
"ids79353",2,0,0,0
"ids79354",0,0,0,2
"ids79355",3,1,1,0
"ids79356",2,2,0,0
"ids79357",0,2,0,0
"ids79358",1,0,1,0
"ids79359",2,0,0,0
"ids79360",2,1,1,1
"ids79361",0,1,1,2
"ids79362",1,1,2,0
"ids79363",1,2,2,0
"ids79364",3,1,1,0
"ids79365",0,2,2,1
"ids79366",0,0,0,1
"ids79367",1,0,0,4
"ids79368",3,1,0,2
"ids79369",0,3,0,1
"ids79370",2,2,0,1
"ids79371",1,0,0,0
"ids79372",3,0,0,0
"ids79373",2,0,2,0
"ids79374",0,2,2,1
"ids79375",0,3,4,1
"ids79376",1,1,0,1
"ids79377",0,0,1,2
"ids79378",0,1,0,0
"ids79379",0,2,0,0
"ids79380",0,1,5,0
"ids79381",2,1,1,3
"ids79382",1,0,0,0
"ids79383",4,0,0,0
"ids79384",2,9,2,2
"ids79385",0,0,0,0
"ids79386",8,7,1,1
"ids79387",4,0,1,3
"ids79388",3,1,3,0
"ids79389",0,0,1,0
"ids79390",1,0,0,1
"ids79391",1,0,1,1
"ids79392",0,1,0,2
"ids79393",0,0,1,1
"ids79394",1,32,11,3
"ids79395",1,1,2,0
"ids79396",0,1,1,2
"ids79397",0,0,0,1
"ids79398",1,0,1,0
"ids79399",2,0,3,0
"ids79400",8,1,3,3
"ids79401",0,1,1,1
"ids79402",1,0,0,0
"ids79403",0,2,0,0
"ids79404",1,0,0,0
"ids79405",0,0,1,0
"ids79406",0,0,2,1
"ids79407",0,0,1,1
"ids79408",2,1,0,1
"ids79409",1,5,1,0
"ids79410",1,2,0,0
"ids79411",0,1,0,0
"ids79412",1,0,0,0
"ids79413",0,26,1,2
"ids79414",0,1,0,1
"ids79415",0,1,0,0
"ids79416",1,0,0,0
"ids79417",1,0,0,0
"ids79418",0,0,0,1
"ids79419",1,1,0,0
"ids79420",2,1,1,0
"ids79421",0,0,0,1
"ids79422",0,0,0,0
"ids79423",2,0,0,0
"ids79424",0,0,1,0
"ids79425",0,3,0,1
"ids79426",0,0,1,0
"ids79427",1,3,5,2
"ids79428",1,2,0,0
"ids79429",0,3,0,1
"ids79430",1,1,0,0
"ids79431",1,0,2,0
"ids79432",0,2,1,1
"ids79433",3,3,0,3
"ids79434",1,3,1,1
"ids79435",1,3,0,3
"ids79436",0,0,1,3
"ids79437",0,0,0,0
"ids79438",0,0,0,1
"ids79439",2,1,2,5
"ids79440",1,0,0,1
"ids79441",11,19,3,8
"ids79442",2,1,0,0
"ids79443",1,0,0,0
"ids79444",2,0,0,0
"ids79445",4,1,0,0
"ids79446",0,1,1,0
"ids79447",0,6,1,3
"ids79448",0,1,0,0
"ids79449",2,6,0,0
"ids79450",2,1,0,0
"ids79451",0,1,0,0
"ids79452",13,1,2,0
"ids79453",1,1,0,0
"ids79454",2,1,0,3
"ids79455",1,3,1,2
"ids79456",0,1,1,1
"ids79457",0,2,0,0
"ids79458",1,1,0,1
"ids79459",1,1,0,0
"ids79460",2,3,1,0
"ids79461",1,2,1,3
"ids79462",0,0,1,1
"ids79463",1,0,1,0
"ids79464",0,0,0,0
"ids79465",0,1,0,0
"ids79466",0,0,0,0
"ids79467",0,1,1,0
"ids79468",1,2,0,0
"ids79469",2,11,1,2
"ids79470",0,2,0,0
"ids79471",1,2,0,1
"ids79472",1,1,0,0
"ids79473",1,3,0,0
"ids79474",0,0,6,1
"ids79475",0,2,0,1
"ids79476",0,2,0,0
"ids79477",0,1,9,3
"ids79478",1,1,1,0
"ids79479",2,4,1,0
"ids79480",0,0,1,0
"ids79481",0,1,2,3
"ids79482",2,12,4,4
"ids79483",0,4,0,0
"ids79484",1,2,0,0
"ids79485",0,0,1,0
"ids79486",1,1,0,0
"ids79487",1,0,1,0
"ids79488",1,1,1,0
"ids79489",0,0,0,0
"ids79490",0,1,1,0
"ids79491",1,1,1,1
"ids79492",5,3,1,0
"ids79493",0,0,1,1
"ids79494",0,0,0,0
"ids79495",1,4,1,5
"ids79496",1,0,5,1
"ids79497",3,4,0,0
"ids79498",1,2,2,0
"ids79499",2,0,0,1
"ids79500",3,3,0,0
"ids79501",0,1,0,2
"ids79502",0,0,0,0
"ids79503",1,1,1,3
"ids79504",0,1,3,0
"ids79505",1,1,0,0
"ids79506",1,5,2,1
"ids79507",5,0,3,0
"ids79508",1,0,0,3
"ids79509",0,0,0,0
"ids79510",0,1,0,0
"ids79511",1,2,0,1
"ids79512",0,1,2,2
"ids79513",2,0,0,5
"ids79514",4,0,1,1
"ids79515",0,5,2,27
"ids79516",1,2,0,4
"ids79517",1,11,0,1
"ids79518",0,1,0,0
"ids79519",2,1,1,1
"ids79520",2,3,5,0
"ids79521",2,3,0,0
"ids79522",2,3,2,0
"ids79523",1,1,0,1
"ids79524",1,0,2,1
"ids79525",1,2,0,1
"ids79526",0,0,0,1
"ids79527",0,2,1,1
"ids79528",0,3,0,0
"ids79529",0,1,0,1
"ids79530",4,0,2,0
"ids79531",0,1,1,1
"ids79532",0,1,1,2
"ids79533",0,1,4,1
"ids79534",1,1,1,1
"ids79535",1,1,0,1
"ids79536",0,2,0,0
"ids79537",0,0,0,1
"ids79538",0,4,1,0
"ids79539",0,0,1,0
"ids79540",0,0,1,1
"ids79541",1,1,0,1
"ids79542",5,0,1,3
"ids79543",0,0,2,1
"ids79544",0,0,0,0
"ids79545",6,1,2,0
"ids79546",1,3,0,0
"ids79547",1,0,2,0
"ids79548",0,0,1,1
"ids79549",6,0,2,2
"ids79550",1,1,2,0
"ids79551",1,0,0,1
"ids79552",3,2,0,0
"ids79553",0,3,1,1
"ids79554",1,1,0,0
"ids79555",1,0,0,0
"ids79556",1,1,0,0
"ids79557",0,1,0,0
"ids79558",1,0,3,0
"ids79559",1,0,0,1
"ids79560",1,0,0,1
"ids79561",0,0,2,0
"ids79562",1,0,1,1
"ids79563",0,0,1,0
"ids79564",0,1,0,1
"ids79565",0,2,1,1
"ids79566",0,0,1,2
"ids79567",4,1,3,2
"ids79568",0,1,2,1
"ids79569",0,1,0,1
"ids79570",0,1,2,1
"ids79571",6,2,3,10
"ids79572",0,0,0,6
"ids79573",2,1,2,0
"ids79574",8,0,0,0
"ids79575",0,16,0,1
"ids79576",7,1,0,0
"ids79577",0,0,0,1
"ids79578",3,0,0,0
"ids79579",1,3,1,0
"ids79580",1,0,0,0
"ids79581",1,0,1,2
"ids79582",0,1,0,0
"ids79583",1,0,1,0
"ids79584",0,2,0,0
"ids79585",0,3,2,0
"ids79586",2,1,0,1
"ids79587",0,3,0,0
"ids79588",3,1,1,4
"ids79589",4,3,8,4
"ids79590",1,1,0,8
"ids79591",1,1,0,2
"ids79592",0,0,1,0
"ids79593",3,0,5,3
"ids79594",0,1,1,0
"ids79595",1,0,1,0
"ids79596",1,1,1,0
"ids79597",0,0,0,0
"ids79598",0,0,0,1
"ids79599",0,3,0,3
"ids79600",0,1,0,1
"ids79601",3,1,0,2
"ids79602",0,1,0,2
"ids79603",0,1,10,0
"ids79604",0,0,1,2
"ids79605",1,0,0,0
"ids79606",0,1,2,1
"ids79607",0,1,2,0
"ids79608",2,2,1,6
"ids79609",0,1,0,1
"ids79610",1,6,1,0
"ids79611",0,1,1,1
"ids79612",0,0,5,1
"ids79613",1,1,1,3
"ids79614",1,12,0,1
"ids79615",1,0,0,0
"ids79616",0,1,1,0
"ids79617",2,3,0,1
"ids79618",1,12,0,1
"ids79619",35,4,0,0
"ids79620",1,0,1,0
"ids79621",3,2,2,0
"ids79622",0,0,0,0
"ids79623",3,1,0,2
"ids79624",0,3,1,2
"ids79625",0,11,3,0
"ids79626",4,1,2,0
"ids79627",0,2,0,0
"ids79628",0,0,4,0
"ids79629",0,3,1,1
"ids79630",0,1,1,1
"ids79631",0,0,0,0
"ids79632",1,33,1,1
"ids79633",10,3,1,3
"ids79634",1,3,0,0
"ids79635",2,0,2,1
"ids79636",0,0,0,0
"ids79637",0,3,12,0
"ids79638",1,3,1,0
"ids79639",0,2,1,1
"ids79640",0,0,0,2
"ids79641",0,1,1,1
"ids79642",0,1,1,0
"ids79643",0,1,1,2
"ids79644",0,3,0,0
"ids79645",2,2,1,2
"ids79646",0,1,1,0
"ids79647",4,3,2,1
"ids79648",1,0,0,0
"ids79649",0,1,5,1
"ids79650",1,1,1,0
"ids79651",1,1,2,1
"ids79652",1,0,0,0
"ids79653",0,0,0,0
"ids79654",1,3,1,0
"ids79655",0,1,1,1
"ids79656",3,3,4,0
"ids79657",0,2,2,1
"ids79658",0,3,0,4
"ids79659",0,1,0,1
"ids79660",1,2,0,0
"ids79661",0,2,0,0
"ids79662",0,1,0,0
"ids79663",1,0,0,1
"ids79664",0,2,0,0
"ids79665",1,10,1,1
"ids79666",0,4,0,0
"ids79667",0,1,1,1
"ids79668",0,0,0,0
"ids79669",1,0,0,0
"ids79670",1,5,0,0
"ids79671",1,1,0,0
"ids79672",1,1,0,1
"ids79673",2,2,1,1
"ids79674",2,1,1,0
"ids79675",0,0,4,2
"ids79676",10,2,2,0
"ids79677",2,2,0,2
"ids79678",0,3,2,4
"ids79679",1,0,1,7
"ids79680",2,5,0,8
"ids79681",0,0,6,0
"ids79682",0,2,0,0
"ids79683",2,1,1,2
"ids79684",1,1,0,0
"ids79685",1,3,9,7
"ids79686",8,2,0,3
"ids79687",1,0,1,2
"ids79688",0,0,2,0
"ids79689",0,1,0,0
"ids79690",1,0,0,1
"ids79691",0,0,0,0
"ids79692",0,0,1,0
"ids79693",1,1,2,0
"ids79694",1,2,0,0
"ids79695",0,3,2,0
"ids79696",0,0,2,0
"ids79697",0,1,7,0
"ids79698",0,0,1,0
"ids79699",0,1,0,12
"ids79700",0,4,1,0
"ids79701",1,0,0,1
"ids79702",1,2,3,0
"ids79703",0,1,3,2
"ids79704",0,3,1,1
"ids79705",0,0,0,0
"ids79706",1,0,0,0
"ids79707",3,3,0,0
"ids79708",3,1,0,0
"ids79709",0,0,0,1
"ids79710",1,1,0,0
"ids79711",1,1,0,0
"ids79712",0,0,0,2
"ids79713",0,0,0,0
"ids79714",2,5,0,1
"ids79715",0,0,1,0
"ids79716",0,2,1,3
"ids79717",0,0,3,0
"ids79718",1,0,1,1
"ids79719",3,0,0,2
"ids79720",0,0,1,3
"ids79721",0,1,0,2
"ids79722",1,1,1,0
"ids79723",2,0,0,0
"ids79724",0,2,1,0
"ids79725",5,0,0,5
"ids79726",0,2,0,1
"ids79727",0,2,3,0
"ids79728",1,4,2,0
"ids79729",0,2,1,1
"ids79730",3,0,2,1
"ids79731",1,2,0,0
"ids79732",0,2,1,0
"ids79733",0,2,7,10
"ids79734",0,0,1,0
"ids79735",5,3,0,2
"ids79736",0,1,0,1
"ids79737",1,3,2,4
"ids79738",4,4,0,1
"ids79739",1,1,3,1
"ids79740",2,2,5,0
"ids79741",0,2,1,1
"ids79742",0,7,0,0
"ids79743",1,1,0,1
"ids79744",2,3,1,1
"ids79745",0,0,0,1
"ids79746",0,3,0,0
"ids79747",1,1,1,0
"ids79748",0,0,0,0
"ids79749",0,0,0,2
"ids79750",0,0,0,0
"ids79751",0,0,0,0
"ids79752",1,1,3,0
"ids79753",1,0,0,0
"ids79754",1,0,0,3
"ids79755",1,3,1,0
"ids79756",2,0,0,0
"ids79757",1,2,0,0
"ids79758",1,1,1,2
"ids79759",1,0,0,1
"ids79760",1,1,1,0
"ids79761",2,2,2,2
"ids79762",0,1,0,1
"ids79763",6,2,1,1
"ids79764",0,0,0,1
"ids79765",1,0,0,0
"ids79766",1,0,4,3
"ids79767",1,1,3,1
"ids79768",0,0,0,0
"ids79769",0,1,2,2
"ids79770",0,1,0,1
"ids79771",1,1,2,1
"ids79772",0,1,1,2
"ids79773",2,0,0,0
"ids79774",0,4,0,0
"ids79775",0,1,0,0
"ids79776",0,1,1,0
"ids79777",0,2,3,1
"ids79778",2,1,3,0
"ids79779",0,1,0,4
"ids79780",0,0,1,1
"ids79781",0,0,1,0
"ids79782",0,1,2,0
"ids79783",1,0,2,3
"ids79784",0,0,0,1
"ids79785",1,0,0,0
"ids79786",1,1,0,2
"ids79787",0,3,1,0
"ids79788",1,0,1,0
"ids79789",0,1,0,0
"ids79790",0,7,1,0
"ids79791",0,2,2,3
"ids79792",0,0,0,0
"ids79793",1,1,2,2
"ids79794",2,0,0,1
"ids79795",1,0,0,0
"ids79796",0,2,0,1
"ids79797",1,5,0,1
"ids79798",6,3,2,2
"ids79799",0,3,0,0
"ids79800",1,0,0,4
"ids79801",16,0,3,1
"ids79802",0,6,0,0
"ids79803",0,1,2,1
"ids79804",3,4,2,0
"ids79805",1,2,1,2
"ids79806",2,8,31,1
"ids79807",1,0,0,14
"ids79808",0,2,1,1
"ids79809",0,0,2,0
"ids79810",2,1,1,1
"ids79811",1,0,0,1
"ids79812",1,0,5,2
"ids79813",0,2,0,1
"ids79814",0,4,4,0
"ids79815",0,0,1,1
"ids79816",0,0,2,1
"ids79817",1,1,0,1
"ids79818",1,0,3,1
"ids79819",0,0,0,1
"ids79820",0,0,1,0
"ids79821",0,0,2,0
"ids79822",3,2,5,0
"ids79823",1,0,0,0
"ids79824",0,1,4,0
"ids79825",1,2,0,0
"ids79826",1,0,0,1
"ids79827",3,1,2,1
"ids79828",9,3,0,1
"ids79829",0,0,0,1
"ids79830",1,0,1,1
"ids79831",5,0,5,0
"ids79832",0,2,0,2
"ids79833",1,0,0,2
"ids79834",1,1,0,0
"ids79835",1,0,0,1
"ids79836",0,2,0,9
"ids79837",2,0,1,0
"ids79838",0,1,1,2
"ids79839",2,2,0,5
"ids79840",0,2,2,3
"ids79841",0,25,0,25
"ids79842",0,0,4,0
"ids79843",0,1,11,2
"ids79844",0,5,1,0
"ids79845",1,4,0,2
"ids79846",2,1,0,0
"ids79847",0,1,0,0
"ids79848",0,8,0,1
"ids79849",2,1,8,0
"ids79850",0,0,4,0
"ids79851",1,2,3,0
"ids79852",2,1,1,1
"ids79853",0,1,2,1
"ids79854",1,0,0,0
"ids79855",0,0,1,0
"ids79856",0,0,1,0
"ids79857",1,28,0,0
"ids79858",4,0,1,2
"ids79859",0,0,0,0
"ids79860",0,1,1,1
"ids79861",1,3,1,1
"ids79862",1,1,0,0
"ids79863",0,1,0,2
"ids79864",0,0,0,0
"ids79865",2,0,1,4
"ids79866",1,1,1,3
"ids79867",2,1,0,0
"ids79868",1,2,0,0
"ids79869",3,3,3,4
"ids79870",0,1,0,2
"ids79871",1,2,0,2
"ids79872",1,0,0,1
"ids79873",1,2,1,1
"ids79874",2,2,1,7
"ids79875",1,3,0,0
"ids79876",0,1,1,0
"ids79877",0,1,0,1
"ids79878",1,0,0,1
"ids79879",0,0,2,1
"ids79880",2,0,0,0
"ids79881",0,1,2,0
"ids79882",0,0,3,0
"ids79883",0,0,1,0
"ids79884",0,0,0,0
"ids79885",1,1,0,0
"ids79886",0,3,0,2
"ids79887",20,3,2,0
"ids79888",0,0,0,0
"ids79889",4,0,0,0
"ids79890",1,2,1,1
"ids79891",0,0,0,0
"ids79892",0,0,0,0
"ids79893",3,1,0,0
"ids79894",2,0,0,0
"ids79895",0,0,1,1
"ids79896",2,2,0,2
"ids79897",5,0,1,0
"ids79898",1,0,1,0
"ids79899",0,0,0,1
"ids79900",1,4,0,0
"ids79901",0,0,2,2
"ids79902",0,20,0,1
"ids79903",1,0,2,2
"ids79904",2,1,0,0
"ids79905",0,2,1,1
"ids79906",0,1,0,1
"ids79907",1,3,4,0
"ids79908",2,6,2,1
"ids79909",0,1,1,0
"ids79910",1,0,1,1
"ids79911",0,5,0,0
"ids79912",3,0,0,0
"ids79913",0,1,1,2
"ids79914",0,2,0,1
"ids79915",0,0,1,2
"ids79916",1,0,1,0
"ids79917",1,0,0,1
"ids79918",1,0,0,0
"ids79919",0,1,3,0
"ids79920",0,0,1,1
"ids79921",0,2,2,0
"ids79922",8,0,0,0
"ids79923",2,1,0,0
"ids79924",0,1,0,1
"ids79925",0,0,1,0
"ids79926",1,1,1,0
"ids79927",1,0,1,1
"ids79928",0,2,1,2
"ids79929",0,0,0,0
"ids79930",0,0,1,0
"ids79931",0,0,2,1
"ids79932",0,8,0,0
"ids79933",1,0,0,0
"ids79934",1,4,0,2
"ids79935",1,0,1,0
"ids79936",0,1,0,1
"ids79937",0,1,2,3
"ids79938",0,0,2,4
"ids79939",2,2,0,1
"ids79940",0,0,0,0
"ids79941",0,1,3,0
"ids79942",0,2,2,0
"ids79943",0,1,2,1
"ids79944",1,1,0,0
"ids79945",0,0,0,1
"ids79946",0,0,0,0
"ids79947",0,0,0,1
"ids79948",1,1,0,2
"ids79949",1,2,0,0
"ids79950",1,2,0,0
"ids79951",0,0,0,0
"ids79952",0,1,0,0
"ids79953",0,1,0,0
"ids79954",0,2,2,2
"ids79955",0,8,0,2
"ids79956",0,1,0,0
"ids79957",1,0,0,0
"ids79958",1,2,0,1
"ids79959",3,0,1,0
"ids79960",2,1,0,0
"ids79961",1,4,0,3
"ids79962",0,0,0,0
"ids79963",1,2,1,0
"ids79964",0,1,1,0
"ids79965",1,1,0,0
"ids79966",0,5,0,0
"ids79967",1,0,0,2
"ids79968",1,5,1,1
"ids79969",0,0,1,1
"ids79970",0,0,0,2
"ids79971",0,0,0,3
"ids79972",0,2,1,2
"ids79973",0,1,0,1
"ids79974",4,3,3,0
"ids79975",1,2,0,3
"ids79976",0,5,0,0
"ids79977",0,5,0,4
"ids79978",0,1,0,0
"ids79979",0,4,0,0
"ids79980",0,0,1,0
"ids79981",2,0,1,1
"ids79982",0,2,0,2
"ids79983",0,1,2,1
"ids79984",0,1,2,1
"ids79985",0,0,0,1
"ids79986",0,2,0,0
"ids79987",2,1,1,1
"ids79988",0,0,0,2
"ids79989",1,3,0,0
"ids79990",2,0,1,1
"ids79991",0,3,0,0
"ids79992",1,2,1,0
"ids79993",3,0,1,0
"ids79994",0,1,0,0
"ids79995",1,1,0,0
"ids79996",0,0,2,1
"ids79997",2,1,0,0
"ids79998",24,3,3,2
"ids79999",0,0,1,0
"ids80000",1,3,0,0
"ids80001",1,1,2,1
"ids80002",0,1,1,1
"ids80003",1,1,0,0
"ids80004",0,1,0,0
"ids80005",1,0,0,1
"ids80006",0,3,0,1
"ids80007",0,0,1,0
"ids80008",0,1,1,0
"ids80009",0,2,3,1
"ids80010",0,0,1,1
"ids80011",0,0,1,0
"ids80012",0,1,1,1
"ids80013",2,3,3,0
"ids80014",2,0,1,0
"ids80015",1,10,2,0
"ids80016",2,0,1,2
"ids80017",3,11,5,0
"ids80018",1,1,1,0
"ids80019",0,0,0,4
"ids80020",2,1,2,1
"ids80021",0,2,2,0
"ids80022",3,1,0,0
"ids80023",2,2,1,1
"ids80024",0,0,2,0
"ids80025",3,0,1,0
"ids80026",1,0,0,0
"ids80027",3,0,0,0
"ids80028",0,0,3,0
"ids80029",1,0,0,3
"ids80030",0,1,1,0
"ids80031",1,0,3,0
"ids80032",0,1,0,3
"ids80033",0,0,1,2
"ids80034",0,2,1,1
"ids80035",1,1,2,1
"ids80036",2,0,0,1
"ids80037",2,2,0,0
"ids80038",1,1,0,0
"ids80039",0,1,0,0
"ids80040",1,1,4,0
"ids80041",2,0,0,0
"ids80042",0,0,0,1
"ids80043",1,0,0,0
"ids80044",0,0,0,3
"ids80045",1,1,1,1
"ids80046",0,1,0,0
"ids80047",0,1,0,2
"ids80048",0,0,0,2
"ids80049",0,1,0,0
"ids80050",0,3,1,2
"ids80051",0,2,0,0
"ids80052",1,1,0,1
"ids80053",1,0,2,1
"ids80054",2,1,1,0
"ids80055",1,0,0,2
"ids80056",0,4,1,0
"ids80057",0,0,0,0
"ids80058",0,0,1,1
"ids80059",1,1,0,0
"ids80060",0,1,0,0
"ids80061",1,1,0,0
"ids80062",1,2,0,2
"ids80063",0,4,0,0
"ids80064",1,0,1,1
"ids80065",1,0,3,2
"ids80066",1,0,2,2
"ids80067",3,4,0,0
"ids80068",0,0,1,0
"ids80069",2,1,0,2
"ids80070",0,0,0,1
"ids80071",0,0,2,0
"ids80072",1,0,1,0
"ids80073",0,1,1,1
"ids80074",2,0,0,0
"ids80075",2,2,1,1
"ids80076",1,0,1,1
"ids80077",0,1,1,1
"ids80078",1,0,0,0
"ids80079",0,2,1,0
"ids80080",5,1,0,0
"ids80081",3,2,0,2
"ids80082",0,1,0,0
"ids80083",0,0,0,1
"ids80084",0,0,1,1
"ids80085",1,1,2,0
"ids80086",1,2,0,1
"ids80087",20,1,0,0
"ids80088",2,0,0,0
"ids80089",5,6,1,1
"ids80090",6,3,2,5
"ids80091",1,1,0,1
"ids80092",10,3,0,1
"ids80093",1,1,3,1
"ids80094",0,0,1,1
"ids80095",3,2,0,6
"ids80096",0,1,2,1
"ids80097",0,0,0,0
"ids80098",2,0,1,0
"ids80099",0,5,4,1
"ids80100",0,1,1,1
"ids80101",0,4,2,0
"ids80102",0,1,6,0
"ids80103",2,1,1,1
"ids80104",0,1,0,2
"ids80105",2,3,1,2
"ids80106",1,0,0,0
"ids80107",1,0,1,0
"ids80108",0,0,0,2
"ids80109",0,0,0,1
"ids80110",0,3,1,0
"ids80111",3,2,1,1
"ids80112",0,3,0,0
